2025-07-21T12:21:14.045867,71
2025-07-21T12:21:14.544790,71
2025-07-21T12:21:15.045945,71
2025-07-21T12:21:15.544916,71
2025-07-21T12:21:16.045091,71
2025-07-21T12:21:16.546644,71
2025-07-21T12:21:17.046246,71
2025-07-21T12:21:17.544177,71
2025-07-21T12:21:18.046192,71
2025-07-21T12:21:18.545143,71
2025-07-21T12:21:19.046138,72
2025-07-21T12:21:19.547031,72
2025-07-21T12:21:20.044681,72
2025-07-21T12:21:20.544258,72
2025-07-21T12:21:21.046487,72
2025-07-21T12:21:21.628666,72
2025-07-21T12:21:22.288075,72
2025-07-21T12:21:22.617390,72
2025-07-21T12:21:23.277344,73
2025-07-21T12:21:23.606695,73
2025-07-21T12:21:24.267286,71
2025-07-21T12:21:24.928706,71
2025-07-21T12:21:25.258171,71
2025-07-21T12:21:25.588057,71
2025-07-21T12:21:26.248373,68
2025-07-21T12:21:26.577979,68
2025-07-21T12:21:27.243057,67
2025-07-21T12:21:27.898324,67
2025-07-21T12:21:28.227577,67
2025-07-21T12:21:28.557244,67
2025-07-21T12:21:29.218477,67
2025-07-21T12:21:29.545870,67
2025-07-21T12:21:30.207744,68
2025-07-21T12:21:30.538341,68
2025-07-21T12:21:31.197191,69
2025-07-21T12:21:31.856576,69
2025-07-21T12:21:32.186395,69
2025-07-21T12:21:32.847214,69
2025-07-21T12:21:33.178844,69
2025-07-21T12:21:34.167449,69
2025-07-21T12:21:34.168610,70
2025-07-21T12:21:34.827473,70
2025-07-21T12:21:35.158294,70
2025-07-21T12:21:35.817069,70
2025-07-21T12:21:36.147455,71
2025-07-21T12:21:36.809565,71
2025-07-21T12:21:37.466745,71
2025-07-21T12:21:37.797764,71
2025-07-21T12:21:38.127917,71
2025-07-21T12:21:38.785822,71
2025-07-21T12:21:39.115631,71
2025-07-21T12:21:39.777628,71
2025-07-21T12:21:40.107916,71
2025-07-21T12:21:40.766837,71
2025-07-21T12:21:41.096944,70
2025-07-21T12:21:41.761981,70
2025-07-21T12:21:42.086963,71
2025-07-21T12:21:42.748365,71
2025-07-21T12:21:43.078350,71
2025-07-21T12:21:43.737735,71
2025-07-21T12:21:44.067578,71
2025-07-21T12:21:44.726009,71
2025-07-21T12:21:45.056671,72
2025-07-21T12:21:45.718000,72
2025-07-21T12:21:46.045788,72
2025-07-21T12:21:46.708452,72
2025-07-21T12:21:47.038358,73
2025-07-21T12:21:48.358329,73
2025-07-21T12:21:48.359234,73
2025-07-21T12:21:48.753724,73
2025-07-21T12:21:49.346538,73
2025-07-21T12:21:49.679850,73
2025-07-21T12:21:50.337210,74
2025-07-21T12:21:50.666527,74
2025-07-21T12:21:51.483250,75
2025-07-21T12:21:51.656773,75
2025-07-21T12:21:52.316108,75
2025-07-21T12:21:52.647773,75
2025-07-21T12:21:53.306765,75
2025-07-21T12:21:53.637394,75
2025-07-21T12:21:54.357642,75
2025-07-21T12:21:54.627467,75
2025-07-21T12:21:55.286880,75
2025-07-21T12:21:55.616407,75
2025-07-21T12:21:56.277299,74
2025-07-21T12:21:56.607613,74
2025-07-21T12:21:57.267864,73
2025-07-21T12:21:57.598083,73
2025-07-21T12:21:58.920402,74
2025-07-21T12:21:58.920886,74
2025-07-21T12:21:59.247657,74
2025-07-21T12:21:59.578177,74
2025-07-21T12:22:00.237836,75
2025-07-21T12:22:00.568125,75
2025-07-21T12:22:01.227646,75
2025-07-21T12:22:01.557969,75
2025-07-21T12:22:02.218230,75
2025-07-21T12:22:02.547829,75
2025-07-21T12:22:03.209343,75
2025-07-21T12:22:03.539240,75
2025-07-21T12:22:04.198014,75
2025-07-21T12:22:04.856757,75
2025-07-21T12:22:05.187126,76
2025-07-21T12:22:05.846870,76
2025-07-21T12:22:06.178227,76
2025-07-21T12:22:06.837901,76
2025-07-21T12:22:07.166777,77
2025-07-21T12:22:07.827715,77
2025-07-21T12:22:08.157349,76
2025-07-21T12:22:08.816746,76
2025-07-21T12:22:09.147577,76
2025-07-21T12:22:09.806722,76
2025-07-21T12:22:10.227354,75
2025-07-21T12:22:10.801188,75
2025-07-21T12:22:11.125470,72
2025-07-21T12:22:11.789861,72
2025-07-21T12:22:12.118087,71
2025-07-21T12:22:43.678233,76
2025-07-21T12:22:44.188069,76
2025-07-21T12:22:44.697779,77
2025-07-21T12:22:45.177282,77
2025-07-21T12:22:45.686590,77
2025-07-21T12:22:46.198066,77
2025-07-21T12:22:46.676937,77
2025-07-21T12:22:47.186734,77
2025-07-21T12:22:47.696419,77
2025-07-21T12:22:48.177621,77
2025-07-21T12:22:48.688026,76
2025-07-21T12:22:49.198974,76
2025-07-21T12:22:49.677141,75
2025-07-21T12:22:50.217477,75
2025-07-21T12:22:50.796889,75
2025-07-21T12:22:51.574338,75
2025-07-21T12:22:51.758627,75
2025-07-21T12:22:52.377219,75
2025-07-21T12:22:52.705811,75
2025-07-21T12:22:53.368481,75
2025-07-21T12:22:53.696518,75
2025-07-21T12:22:54.356118,75
2025-07-21T12:22:54.687000,74
2025-07-21T12:22:55.346418,74
2025-07-21T12:22:55.677287,74
2025-07-21T12:22:56.338550,74
2025-07-21T12:22:56.997464,74
2025-07-21T12:22:57.326752,74
2025-07-21T12:22:57.986971,74
2025-07-21T12:22:58.316993,74
2025-07-21T12:22:58.977515,74
2025-07-21T12:22:59.308354,74
2025-07-21T12:22:59.969036,74
2025-07-21T12:23:00.296804,74
2025-07-21T12:23:00.957470,74
2025-07-21T12:23:01.616729,74
2025-07-21T12:23:01.946692,73
2025-07-21T12:23:02.279120,73
2025-07-21T12:23:02.937851,73
2025-07-21T12:23:03.267569,73
2025-07-21T12:23:03.927277,73
2025-07-21T12:23:04.256084,73
2025-07-21T12:23:04.917018,75
2025-07-21T12:23:05.247115,75
2025-07-21T12:23:05.908622,74
2025-07-21T12:23:06.237321,74
2025-07-21T12:23:06.897099,73
2025-07-21T12:23:07.227401,73
2025-07-21T12:23:07.887084,72
2025-07-21T12:23:08.216143,72
2025-07-21T12:23:08.876568,71
2025-07-21T12:23:09.207169,71
2025-07-21T12:23:09.868255,71
2025-07-21T12:23:10.196288,71
2025-07-21T12:23:10.857364,71
2025-07-21T12:23:11.186306,71
2025-07-21T12:23:11.847932,70
2025-07-21T12:23:12.177464,70
2025-07-21T12:23:12.837287,70
2025-07-21T12:23:13.497172,70
2025-07-21T12:23:13.827451,70
2025-07-21T12:23:14.487555,70
2025-07-21T12:23:14.816840,70
2025-07-21T12:23:15.478957,70
2025-07-21T12:23:15.807948,71
2025-07-21T12:23:16.466594,71
2025-07-21T12:23:17.127555,72
2025-07-21T12:23:17.456962,72
2025-07-21T12:23:17.786566,75
2025-07-21T12:23:18.778961,75
2025-07-21T12:23:18.779895,77
2025-07-21T12:23:19.436518,77
2025-07-21T12:23:19.766623,77
2025-07-21T12:23:20.427657,77
2025-07-21T12:23:20.756982,76
2025-07-21T12:23:21.416637,76
2025-07-21T12:23:21.749242,75
2025-07-21T12:23:22.412556,75
2025-07-21T12:23:22.736533,74
2025-07-21T12:23:23.397376,74
2025-07-21T12:23:23.727430,73
2025-07-21T12:23:24.386592,73
2025-07-21T12:23:24.717501,72
2025-07-21T12:23:25.377391,72
2025-07-21T12:23:25.707923,72
2025-07-21T12:23:26.365255,72
2025-07-21T12:23:26.697379,72
2025-07-21T12:23:27.357300,72
2025-07-21T12:23:27.687428,72
2025-07-21T12:23:28.348188,72
2025-07-21T12:23:28.677213,73
2025-07-21T12:23:29.337074,73
2025-07-21T12:23:29.996512,73
